Index,Name,Nationality,Positions,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
2953,M. Oyola,Ecuador,LW,66,31,68,79,75,73,65,63,77,58,68,9,11,7,10,15,41,42,56,76,63,12,57,75,62,77,55,12,61,62,14,61,76,65,72,36,50,69,68,72,45,36,68,50,69,71,63,70,50,72,45,36,68,50,69,71,63,70,50,63
2954,G. Rodríguez,Argentina,CM,59,83,53,55,70,50,59,49,59,41,42,12,11,14,16,6,65,72,47,72,55,69,53,50,62,74,59,71,61,73,75,78,62,47,62,71,72,59,67,62,68,71,67,72,59,62,58,59,68,62,68,71,67,72,59,62,58,59,68,58
2955,K. Musona,Zimbabwe,RM,79,49,84,84,75,67,65,69,76,75,67,6,7,8,15,12,64,25,79,67,71,36,73,71,74,68,74,35,77,72,33,44,63,70,72,46,52,73,66,72,54,46,66,52,73,72,71,73,57,72,54,46,66,52,73,72,71,73,57,71
2956,Tiago,Brazil,LM,84,46,72,69,77,64,74,79,74,75,70,10,11,14,7,15,54,48,72,70,72,30,71,73,64,73,70,32,82,60,34,67,66,63,73,48,56,73,68,73,56,48,68,56,73,73,71,74,59,73,56,48,68,56,73,73,71,74,59,71
2957,S. Sanogo,Ivory Coast,CM,80,73,70,60,72,68,47,53,75,48,64,11,12,9,13,9,60,70,90,73,58,75,45,72,67,72,68,60,62,82,75,80,69,44,69,71,72,68,71,69,68,71,71,72,68,68,65,67,68,69,68,71,71,72,68,68,65,67,68,65
2958,M. Meza,Argentina,LM,77,73,81,71,75,68,73,81,77,68,75,9,9,16,12,11,66,27,62,64,73,29,50,60,67,71,75,32,81,75,33,65,71,62,72,48,54,71,66,72,54,48,66,54,71,72,70,73,57,72,54,48,66,54,71,72,70,73,57,70
2959,W. Segrado,Chile,LM,67,48,65,81,73,81,72,73,71,64,71,7,7,7,10,14,46,52,72,75,56,37,74,71,76,73,62,35,71,78,46,47,75,68,71,50,60,70,71,71,58,50,71,60,70,72,65,70,62,71,58,50,71,60,70,72,65,70,62,65
2960,Vítor Gomes,Portugal,CDM,55,75,63,59,75,70,75,61,71,53,73,6,15,9,15,7,70,69,76,72,70,66,59,68,74,75,77,68,60,74,66,75,73,50,70,70,71,69,72,70,69,70,72,71,69,70,67,68,70,70,69,70,72,71,69,70,67,68,70,67
2961,M. Maâzou,Niger,RW,89,79,71,59,64,64,62,53,66,72,45,15,12,11,8,12,78,22,83,42,63,15,70,66,71,61,81,25,87,80,27,82,58,69,65,47,47,69,58,65,50,47,58,47,69,67,72,68,52,65,50,47,58,47,69,67,72,68,52,72
2962,David Simão,Portugal,CM,69,75,68,62,72,69,77,73,71,64,75,11,16,8,16,14,60,50,69,73,78,49,79,67,77,76,79,41,68,76,51,76,76,63,72,59,65,71,72,72,61,59,72,65,71,72,70,72,64,72,61,59,72,65,71,72,70,72,64,70
2963,V. Le Goff,France,LB,73,61,77,71,73,67,75,50,69,57,47,6,11,7,16,8,33,72,61,72,68,75,43,74,65,73,60,77,68,76,76,60,63,52,69,67,72,67,70,69,72,67,70,72,67,70,63,69,73,69,72,67,70,72,67,70,63,69,73,63
2964,T. Foket,Belgium,RB,82,66,75,73,72,69,73,69,73,50,57,14,6,11,13,10,56,69,76,69,62,69,49,68,71,70,67,71,78,83,70,65,68,61,69,68,70,68,70,69,72,68,70,70,68,72,65,70,73,69,72,68,70,70,68,72,65,70,73,65
2965,E. Pulgar,Chile,CM,67,76,68,68,76,70,52,24,72,45,29,12,12,11,15,11,69,68,80,72,62,60,48,58,68,76,72,72,67,77,76,78,72,34,69,71,72,67,71,69,69,71,71,72,67,68,64,66,69,69,69,71,71,72,67,68,64,66,69,64
2966,H. Menosse,Uruguay,CB,60,85,34,72,52,64,36,35,30,28,40,10,15,6,14,7,78,70,64,60,23,72,55,27,65,55,65,68,66,71,72,83,39,36,44,72,65,45,51,44,64,72,51,65,45,47,49,42,61,44,64,72,51,65,45,47,49,42,61,49
2967,Assis,Brazil,CDM,73,71,82,86,73,69,52,42,68,47,46,12,9,6,12,14,56,78,86,66,50,74,51,49,75,71,62,71,72,75,76,55,48,56,64,71,72,62,66,64,71,71,66,72,62,65,60,63,71,64,71,71,66,72,62,65,60,63,71,60
2968,A. Roa,Colombia,CAM,79,58,84,74,75,67,76,68,78,63,59,16,6,14,9,10,57,44,75,66,59,54,58,65,62,76,58,40,81,65,56,57,72,42,72,56,61,70,68,72,61,56,68,61,70,73,66,73,63,72,61,56,68,61,70,73,66,73,63,66
2969,A. Jędrzejczyk,Poland,RB,74,83,64,62,68,65,70,47,63,48,34,7,8,12,16,11,72,73,72,67,39,73,34,53,65,69,71,73,72,80,73,76,42,52,60,73,71,60,63,60,72,73,63,71,60,64,62,62,71,60,72,73,63,71,60,64,62,62,71,62
2970,J. Howson,England,CDM,67,72,72,69,73,77,63,66,69,66,63,16,9,12,11,12,45,61,58,72,76,50,63,71,73,74,78,64,66,87,70,66,69,72,71,63,69,70,72,71,67,63,72,69,70,70,68,70,68,71,67,63,72,69,70,70,68,70,68,68
2971,T. Šunjić,Bosnia Herzegovina,CB,48,74,38,30,33,62,35,30,30,24,33,16,7,9,14,13,77,74,69,44,28,74,50,23,60,45,64,71,63,69,75,92,30,28,36,72,60,38,43,36,62,72,43,60,38,40,45,36,58,36,62,72,43,60,38,40,45,36,58,45
2972,J. Arango,Colombia,ST,79,83,77,67,70,69,75,79,74,74,79,12,6,7,6,9,41,33,53,63,75,19,72,75,59,70,75,21,80,63,24,71,73,53,72,43,51,72,65,72,49,43,65,51,72,72,69,73,53,72,49,43,65,51,72,72,69,73,53,69
2973,W. Faríñez,Venezuela,GK,46,23,69,65,24,30,18,22,14,20,18,73,70,69,74,77,17,17,72,24,18,18,23,15,63,24,25,21,51,39,13,51,66,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,Varela,Portugal,RM,75,48,74,72,75,77,72,73,76,72,56,10,13,13,15,7,64,41,54,65,77,39,74,73,71,70,85,35,73,57,45,76,67,68,72,52,57,73,67,72,56,52,67,57,73,72,73,73,59,72,56,52,67,57,73,72,73,73,59,73
2975,T. Reginiussen,Norway,CB,69,71,67,54,55,72,55,26,45,31,32,6,13,8,13,8,71,74,90,63,53,74,32,45,70,61,61,72,67,62,73,80,42,33,53,72,67,52,57,53,68,72,57,67,52,55,54,53,65,53,68,72,57,67,52,55,54,53,65,54
2976,J. Mercier,Argentina,CDM,67,79,64,64,71,67,62,70,69,54,66,14,11,12,10,15,59,74,81,75,66,74,59,65,77,73,70,69,54,34,75,78,74,65,69,73,72,67,70,69,67,73,70,72,67,66,65,67,66,69,67,73,70,72,67,66,65,67,66,65
2977,Ilori,Portugal,CB,75,61,63,53,67,67,35,31,58,39,33,7,10,7,11,15,72,75,70,63,34,73,41,32,68,61,43,74,75,69,74,77,43,28,55,72,68,54,59,55,68,72,59,68,54,57,54,54,66,55,68,72,59,68,54,57,54,54,66,54
2978,Benjamin Meseira,Brazil,RB,77,67,70,67,71,70,74,61,67,34,47,8,9,16,10,9,52,70,64,54,44,67,51,53,73,65,70,69,81,85,70,71,51,32,61,68,68,61,63,61,72,68,63,68,61,66,59,64,72,61,72,68,63,68,61,66,59,64,72,59
2979,M. Suttner,Austria,LWB,74,68,75,72,72,72,79,75,72,48,81,10,13,15,7,15,59,69,74,65,70,69,38,51,74,73,75,71,74,78,72,69,65,63,68,69,71,66,69,68,72,69,69,71,66,70,64,68,73,68,72,69,69,71,66,70,64,68,73,64
2980,K. Nordfeldt,Sweden,GK,55,24,58,46,24,18,11,20,14,13,11,73,66,66,74,78,13,23,83,26,12,13,13,15,70,41,19,15,52,33,13,74,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,J. Okore,Denmark,CB,72,77,65,57,59,68,33,39,57,34,29,9,15,16,15,15,73,69,90,56,38,65,33,43,66,61,65,71,77,71,72,86,40,35,54,72,66,54,56,54,66,72,56,66,54,55,57,53,63,54,66,72,56,66,54,55,57,53,63,57
2982,T. Hořava,Czech Republic,CAM,67,55,71,69,77,73,67,68,73,61,59,8,7,7,9,14,57,63,66,74,71,56,65,63,70,76,74,58,62,72,65,58,75,66,72,62,68,70,72,72,65,62,72,68,70,71,67,70,67,72,65,62,72,68,70,71,67,70,67,67
2983,J. Hansen,Denmark,GK,41,31,48,64,25,56,18,16,12,13,12,26299,70,76,72,74,13,27,70,49,13,15,20,12,72,44,12,15,42,44,14,68,65,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,K. Fatai,Nigeria,RW,86,44,78,68,74,68,61,69,76,73,60,14,14,10,8,13,72,19,78,51,65,20,73,74,57,55,75,19,87,71,18,76,48,72,66,41,43,70,57,66,47,41,57,43,70,68,72,70,49,66,47,41,57,43,70,68,72,70,49,72
2985,S. Kaya,Turkey,CB,66,77,73,63,59,73,50,38,58,38,21,8,16,10,9,10,75,75,76,62,25,72,26,50,66,65,53,71,70,65,75,70,43,39,55,72,68,55,58,55,68,72,58,68,55,58,56,55,66,55,68,72,58,68,55,58,56,55,66,56
2986,A. Rodríguez,Peru,CB,60,75,61,67,51,74,40,44,57,43,25,11,16,11,10,11,75,74,85,50,42,77,30,42,71,55,22,62,63,45,76,76,54,52,53,72,64,52,55,53,63,72,55,64,52,53,52,53,60,53,63,72,55,64,52,53,52,53,60,52
2987,M. Celtejo,Chile,CAM,73,54,66,62,75,74,73,71,74,62,72,12,16,7,15,9,61,33,55,61,74,31,66,70,82,75,77,32,65,71,31,77,76,72,73,48,56,73,69,73,54,48,69,56,73,72,71,72,58,73,54,48,69,56,73,72,71,72,58,71
2988,Gustavo Lobateiro,Brazil,CF,81,44,79,71,68,69,67,50,74,67,44,8,9,8,12,15,60,35,54,61,65,31,56,77,72,77,63,29,80,56,28,63,69,55,72,45,52,72,66,72,52,45,66,52,72,71,69,73,55,72,52,45,66,52,72,71,69,73,55,69
2989,J. García,Argentina,GK,35,17,38,43,15,22,11,13,11,11,13,78,67,75,67,79,12,24,63,12,14,14,19,10,62,13,12,11,35,31,14,41,53,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Charles,Brazil,GK,28,25,27,34,24,37,12,19,20,13,13,76,71,63,68,75,20,20,55,18,18,13,18,8,73,22,19,13,30,30,18,49,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,C. Jenkinson,England,RB,64,71,62,67,68,62,73,60,68,41,52,12,15,15,11,12,62,70,65,64,41,74,49,67,70,69,72,74,74,76,75,74,62,60,64,71,70,64,66,64,72,71,66,70,64,67,62,64,72,64,72,71,66,70,64,67,62,64,72,62
2992,K. Rekik,Netherlands,CB,66,76,65,64,62,73,43,33,55,33,35,9,9,14,14,9,74,64,72,58,31,72,41,41,70,64,60,75,68,70,73,80,45,33,54,72,67,54,58,54,67,72,58,67,54,56,55,54,65,54,67,72,58,67,54,56,55,54,65,55
2993,F. Cerro,Argentina,CAM,72,78,65,63,72,66,66,59,68,46,57,6,15,11,11,14,59,73,73,74,61,72,53,62,73,77,73,72,74,88,73,78,66,56,68,72,74,67,72,68,73,72,72,74,67,70,65,67,74,68,73,72,72,74,67,70,65,67,74,65
2994,A. Petagna,Italy,ST,59,60,56,61,74,71,49,46,69,74,30,3,3,3,5,3,77,18,71,48,49,15,65,75,69,70,76,15,56,67,15,90,63,60,67,43,46,69,61,67,42,43,61,46,69,65,72,66,46,67,42,43,61,46,69,65,72,66,46,72
2995,G. Murray,England,ST,47,79,59,73,70,77,48,57,63,77,33,15,16,14,7,10,81,45,83,55,62,24,75,80,74,65,74,23,51,62,29,77,68,67,67,51,53,69,63,67,48,51,63,53,69,64,72,65,49,67,48,51,63,53,69,64,72,65,49,72
2996,Momo,Spain,RM,64,59,69,56,76,77,78,82,75,68,74,11,11,15,14,7,58,55,54,73,65,41,79,67,69,79,68,44,59,58,48,67,76,58,73,55,62,71,71,73,59,55,71,62,71,72,68,72,62,73,59,55,71,62,71,72,68,72,62,68
2997,S. Mitrović,Serbia,CB,44,77,47,46,58,70,38,29,48,22,33,9,8,8,15,16,75,68,68,56,38,72,35,31,67,58,61,73,45,67,78,85,43,28,48,72,66,47,55,48,63,72,55,66,47,48,49,45,61,48,63,72,55,66,47,48,49,45,61,49
2998,A. Mosquera,Colombia,RB,72,76,55,58,59,56,55,50,44,36,36,7,13,6,7,6,74,68,70,56,45,74,31,37,69,66,58,71,70,74,75,76,53,38,54,72,68,53,59,54,69,72,59,68,53,56,55,54,67,54,69,72,59,68,53,56,55,54,67,55
2999,Evandro Rochedo,Brazil,ST,58,58,59,53,74,73,57,63,70,75,72,9,15,9,12,11,64,37,54,55,74,39,72,75,77,64,79,45,56,43,44,84,54,73,67,54,54,70,62,67,52,54,62,54,70,65,72,67,54,67,52,54,62,54,70,65,72,67,54,72
3000,M. Sperduti,Argentina,LM,77,33,79,66,72,68,78,66,74,65,35,14,11,8,8,10,62,33,44,62,66,33,48,71,73,67,76,25,75,72,22,71,66,72,70,43,51,71,64,70,52,43,64,51,71,72,70,72,56,70,52,43,64,51,71,72,70,72,56,70
3001,S. Deli,Ivory Coast,CDM,74,64,70,60,65,72,56,48,62,38,49,11,8,8,12,10,74,66,73,55,58,69,53,38,71,64,72,77,78,71,78,79,67,46,61,72,68,60,63,61,70,72,63,68,60,62,60,60,69,61,70,72,63,68,60,62,60,60,69,60
3002,D. Cure,Venezuela,LM,89,65,78,78,72,70,70,55,69,62,65,8,12,14,13,14,62,63,59,63,67,65,67,76,67,65,81,59,89,80,60,77,66,46,70,65,66,71,68,70,68,65,68,66,71,72,71,72,69,70,68,65,68,66,71,72,71,72,69,71
3003,M. Diamé,Senegal,CM,71,77,73,69,80,67,63,69,80,64,29,16,13,13,9,7,74,72,73,72,73,69,63,68,65,75,85,77,75,72,77,79,64,69,72,74,74,73,72,72,73,74,72,74,73,72,73,72,73,72,73,74,72,74,73,72,73,72,73,73
3004,L. Chichizola,Argentina,GK,49,15,66,44,15,43,11,15,17,16,14,73,73,62,72,75,17,16,75,13,17,12,25,14,66,14,17,11,54,31,12,52,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,H. Traoré,Mali,RWB,81,73,72,82,69,62,76,71,71,48,34,10,14,9,7,16,69,72,86,70,58,61,47,69,74,71,68,71,80,76,72,62,63,32,68,70,70,68,69,68,72,70,69,70,68,71,65,69,73,68,72,70,69,70,68,71,65,69,73,65
3006,D. Mesbah,Algeria,LM,78,70,78,73,74,71,75,72,67,40,70,11,5,6,8,15,69,69,56,69,74,63,60,69,65,71,72,71,77,78,72,64,44,65,65,68,69,65,67,65,72,68,67,69,65,68,65,67,72,65,72,68,67,69,65,68,65,67,72,65
3007,Crespo,Spain,LB,69,78,63,62,68,69,72,58,55,32,27,13,5,11,5,11,60,70,71,69,40,70,41,57,73,67,51,75,66,78,77,74,59,33,60,72,71,58,65,60,71,72,65,71,58,64,56,60,71,60,71,72,65,71,58,64,56,60,71,56
3008,T. Hubočan,Slovakia,CB,65,75,77,70,56,73,59,38,50,45,32,9,15,7,8,12,73,66,87,57,57,74,63,42,63,63,69,77,61,77,74,76,54,52,56,72,67,55,59,56,68,72,59,67,55,57,57,56,66,56,68,72,59,67,55,57,57,56,66,57
3009,A. Ionov,Russia,LM,80,66,81,71,74,66,73,57,71,66,54,13,7,10,13,16,52,35,67,66,64,22,66,71,63,75,68,24,79,75,20,51,73,61,72,42,52,71,67,72,51,42,67,52,71,72,67,72,55,72,51,42,67,52,71,72,67,72,55,67
3010,R. Kambolov,Russia,CDM,67,70,70,68,63,72,61,72,61,51,61,11,15,16,14,9,71,72,78,75,74,71,65,47,69,70,76,74,66,66,74,75,65,51,64,72,71,62,67,64,69,72,67,71,62,63,63,62,68,64,69,72,67,71,62,63,63,62,68,63
3011,Michel Cruceiro,Brazil,CM,58,74,59,46,71,73,69,66,62,53,71,10,9,13,9,9,65,74,52,69,75,70,74,56,66,74,81,65,61,86,72,78,56,53,64,70,72,64,68,64,70,70,68,72,64,65,64,64,70,64,70,70,68,72,64,65,64,64,70,64
3012,M. Tekdemir,Turkey,CDM,66,78,68,75,73,68,57,50,67,53,53,8,11,15,16,15,70,75,81,68,66,67,56,53,73,73,76,73,60,75,77,70,59,48,66,73,72,65,69,66,71,73,69,72,65,65,65,64,70,66,71,73,69,72,65,65,65,64,70,65
3013,Javi Castellano,Spain,CM,60,77,62,53,67,62,49,43,46,34,40,11,10,16,8,12,66,76,54,72,44,71,44,39,59,77,52,69,53,70,75,73,65,33,58,71,72,54,65,58,67,71,65,72,54,57,52,54,66,58,67,71,65,72,54,57,52,54,66,52
3014,G. Loria,Georgia,GK,50,33,53,44,25,50,26,23,27,22,17,69,71,70,75,76,34,22,68,46,22,23,26,11,68,36,19,24,54,26,22,75,55,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,P. Olkowski,Poland,RM,77,68,73,65,71,67,71,53,72,49,36,13,15,10,15,10,55,66,61,59,65,71,47,67,71,72,67,71,79,83,74,72,60,56,68,69,70,67,68,68,72,69,68,70,67,70,65,69,73,68,72,69,68,70,67,70,65,69,73,65
3016,D. Quintero,Colombia,RM,88,77,90,81,72,68,64,72,77,68,56,7,9,16,7,12,55,24,65,71,59,21,59,78,71,72,73,21,86,70,23,69,75,72,74,44,52,74,67,74,50,44,67,52,74,74,72,74,54,74,50,44,67,52,74,74,72,74,54,72
3017,M. Jimañez,Chile,LM,66,55,76,66,76,71,53,83,76,75,71,14,16,16,11,16,64,25,73,56,69,22,76,67,67,56,86,22,85,74,25,69,56,77,67,43,48,70,61,67,48,43,61,48,70,67,72,69,51,67,48,43,61,48,70,67,72,69,51,72
3018,Luiz Araújo,Brazil,CAM,83,55,80,78,75,68,64,68,77,62,56,6,12,13,9,9,54,31,56,66,58,39,60,66,77,76,68,48,85,58,44,43,70,56,73,49,56,72,67,73,58,49,67,56,72,72,67,73,60,73,58,49,67,56,72,72,67,73,60,67
3019,J. Sala,Italy,CM,74,77,71,73,73,70,74,71,73,51,69,10,12,8,5,5,64,71,69,70,73,68,65,71,73,72,74,70,77,79,72,73,71,70,71,71,72,70,72,71,72,71,72,72,70,72,68,71,73,71,72,71,72,72,70,72,68,71,73,68
3020,A. Bouhaddouz,Morocco,ST,63,78,59,59,69,72,49,70,63,76,55,8,6,15,11,6,72,33,77,53,69,13,73,72,69,65,75,14,68,66,13,86,44,73,64,44,47,67,58,64,44,44,58,47,67,63,72,65,47,64,44,44,58,47,67,63,72,65,47,72
3021,C. Santos,Venezuela,CAM,60,58,70,59,72,75,68,79,67,77,71,7,10,12,14,7,70,22,76,67,75,37,80,78,71,69,69,33,64,71,37,67,65,81,70,49,53,71,66,70,52,49,66,53,71,69,72,70,54,70,52,49,66,53,71,69,72,70,54,72
3022,H. Behrens,Germany,CM,68,74,62,59,68,70,51,48,65,65,36,6,9,16,6,10,71,78,75,65,71,68,56,67,71,69,76,71,69,91,74,79,63,59,67,73,72,68,69,67,71,73,69,72,68,67,69,66,71,67,71,73,69,72,68,67,69,66,71,69
3023,A. Thomasson,France,CM,75,69,78,77,75,71,64,67,74,67,54,14,9,15,9,13,59,68,70,72,71,52,57,68,72,75,75,55,73,70,62,61,76,50,73,63,68,72,72,73,66,63,72,68,72,72,69,72,67,73,66,63,72,68,72,72,69,72,67,69
3024,L. Mazzitelli,Italy,CM,66,71,61,68,77,67,68,66,71,40,45,12,7,8,8,10,60,70,61,76,72,64,44,65,71,78,73,68,65,69,70,64,75,65,70,68,72,68,73,70,69,68,73,72,68,70,64,68,70,70,69,68,73,72,68,70,64,68,70,64
3025,M. Gazzola,Italy,RB,74,68,69,60,72,68,75,58,64,40,47,5,7,9,15,12,59,74,65,60,55,66,49,61,76,64,62,72,69,78,73,69,42,34,61,69,69,62,63,61,72,69,63,69,62,65,60,64,72,61,72,69,63,69,62,65,60,64,72,60
3026,C. McGregor,Scotland,CDM,75,60,79,74,74,74,63,69,73,67,45,15,10,8,8,13,42,41,42,66,65,42,58,69,65,75,64,42,75,85,46,56,72,48,72,50,59,70,69,72,58,50,69,59,70,72,66,71,61,72,58,50,69,59,70,72,66,71,61,66
3027,F. Hinestroza,Colombia,RM,87,58,86,78,75,50,70,45,73,52,66,6,10,9,16,9,71,56,80,67,69,30,47,75,71,66,80,53,90,70,29,61,64,58,71,53,57,71,66,71,61,53,66,57,71,72,70,72,62,71,61,53,66,57,71,72,70,72,62,70
3028,A. Mawson,England,CB,53,69,50,51,63,67,23,22,47,52,24,14,12,12,14,10,77,73,78,52,21,74,32,25,64,62,53,69,53,61,72,85,26,45,48,72,65,49,52,48,63,72,52,65,49,48,54,47,60,48,63,72,52,65,49,48,54,47,60,54
3029,F. Guilbert,France,RM,68,59,61,73,68,68,72,54,65,40,42,8,14,16,13,7,72,73,73,61,45,74,44,59,66,70,63,73,69,77,77,74,56,32,62,72,70,61,65,62,72,72,65,70,61,65,60,63,72,62,72,72,65,70,61,65,60,63,72,60
3030,S. Aigner,Germany,RM,74,62,75,72,72,69,73,59,73,68,63,9,8,16,12,13,74,54,76,65,62,30,61,73,74,73,71,36,79,66,37,67,71,67,72,54,58,72,68,72,58,54,68,58,72,72,72,72,60,72,58,54,68,58,72,72,72,72,60,72
3031,J. Colback,England,CM,65,82,74,73,73,65,61,60,66,54,59,6,6,6,10,7,56,70,79,70,64,68,59,53,70,77,71,74,61,81,73,59,61,47,66,70,72,65,69,66,70,70,69,72,65,66,62,65,71,66,70,70,69,72,65,66,62,65,71,62
3032,Bruno Saltor,Spain,RB,65,77,69,66,74,75,71,66,69,33,51,9,16,13,8,7,63,77,59,73,46,72,45,59,76,72,65,75,59,64,78,68,68,56,66,73,74,63,69,66,72,73,69,74,63,67,60,64,72,66,72,73,69,74,63,67,60,64,72,60
3033,Marlon Santos,Brazil,CB,54,73,54,59,69,66,43,57,63,40,46,8,15,16,13,12,70,76,64,68,36,71,58,36,64,67,61,74,62,65,72,80,43,33,56,72,69,55,61,56,67,72,61,69,55,57,56,55,65,56,67,72,61,69,55,57,56,55,65,56
3034,A. Shunin,Russia,GK,43,36,42,48,20,41,18,15,14,11,13,72,72,70,72,75,12,22,64,30,12,14,21,13,68,28,13,17,39,30,14,64,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,A. Judge,Republic of Ireland,LM,75,55,90,86,71,68,69,69,74,70,67,15,16,6,12,7,40,41,87,63,69,30,58,66,66,73,72,28,75,77,31,61,73,63,72,45,55,70,67,72,53,45,67,55,70,71,67,72,57,72,53,45,67,55,70,71,67,72,57,67
3036,A. Marelos,Chile,LM,76,50,81,83,74,71,62,71,70,74,60,8,9,16,11,7,67,23,67,62,69,23,56,68,73,73,75,20,73,67,25,64,73,73,72,43,50,72,66,72,49,43,66,50,72,71,72,72,52,72,49,43,66,50,72,71,72,72,52,72
3037,F. Falco,Italy,LW,83,51,91,85,78,67,59,75,76,60,60,10,9,13,11,7,49,31,58,69,75,15,57,63,64,75,65,23,79,69,22,55,67,65,72,40,51,70,67,72,49,40,67,51,70,71,66,72,53,72,49,40,67,51,70,71,66,72,53,66
3038,Marín,Spain,LWB,71,69,70,63,73,63,72,62,69,40,35,9,14,14,8,8,56,74,71,56,42,67,38,51,69,72,60,75,75,74,71,72,53,48,63,70,69,62,64,63,72,70,64,69,62,66,59,64,72,63,72,70,64,69,62,66,59,64,72,59
3039,O. Estupiñán,Colombia,ST,75,42,65,70,72,72,40,56,69,72,60,11,11,14,9,6,78,18,87,47,70,16,63,74,63,56,78,20,71,75,21,76,43,65,63,41,43,68,56,63,44,41,56,43,68,63,72,65,46,63,44,41,56,43,68,63,72,65,46,72
3040,B. Guzan,United States,GK,38,35,37,47,28,49,16,15,14,14,11,74,67,74,72,75,12,19,67,34,15,15,35,12,68,26,24,14,37,30,15,63,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,N. Uysal,Turkey,RB,69,86,66,68,74,62,68,45,69,55,30,15,13,13,16,7,76,68,79,74,66,66,60,42,67,73,73,72,72,79,74,76,62,33,66,73,72,65,69,66,71,73,69,72,65,67,64,66,71,66,71,73,69,72,65,67,64,66,71,64
3042,J. Brenet,Netherlands,RB,86,71,70,69,66,60,69,30,72,36,31,16,11,13,10,9,66,66,59,59,31,64,56,56,67,66,30,72,91,78,73,65,53,35,62,68,67,60,62,62,72,68,62,67,60,67,57,64,71,62,72,68,62,67,60,67,57,64,71,57
3043,J. O'Shea,Republic of Ireland,CB,34,74,49,54,63,69,53,51,46,29,35,9,14,13,10,14,77,75,61,57,23,76,47,32,68,61,49,72,32,31,75,78,55,32,50,72,66,47,55,50,62,72,55,66,47,49,48,47,59,50,62,72,55,66,47,49,48,47,59,48
3044,B. Peñena,Chile,ST,73,57,73,83,75,62,61,77,77,76,74,14,11,10,18,17,65,22,75,57,73,20,71,65,74,55,83,21,76,78,22,54,57,72,68,41,47,71,61,68,48,41,61,47,71,69,72,70,51,68,48,41,61,47,71,69,72,70,51,72
3045,M. Gobbi,Italy,LB,48,71,60,65,69,79,79,76,61,44,45,7,7,14,9,11,68,75,67,71,70,75,55,60,69,71,75,79,68,65,78,69,52,55,62,73,72,62,66,62,72,73,66,72,62,64,62,63,72,62,72,73,66,72,62,64,62,63,72,62
3046,S. Kverkvelia,Georgia,LB,69,64,41,31,41,65,36,34,31,23,27,15,13,12,15,7,73,80,70,62,28,74,36,24,63,55,48,75,72,77,73,83,51,34,44,72,66,43,52,44,67,72,52,66,43,47,45,42,63,44,67,72,52,66,43,47,45,42,63,45
3047,F. Adi,Nigeria,ST,75,81,57,51,73,77,22,44,71,77,34,12,14,13,15,8,70,21,52,27,44,17,54,79,71,56,74,20,65,67,20,90,55,57,64,44,45,69,55,64,42,44,55,45,69,62,72,64,44,64,42,44,55,45,69,62,72,64,44,72
3048,C. Schindler,Germany,CB,63,68,59,58,65,66,49,45,39,25,33,6,11,10,12,12,70,75,63,63,24,74,55,27,70,67,52,71,67,73,74,78,51,30,52,72,70,49,59,52,69,72,59,70,49,54,49,50,67,52,69,72,59,70,49,54,49,50,67,49
3049,D. Arias,Colombia,CM,69,78,77,76,71,67,57,58,67,53,58,13,16,9,12,7,59,68,80,70,64,72,60,54,77,73,72,70,67,80,73,64,65,70,67,70,72,66,69,67,70,70,69,72,66,67,64,66,70,67,70,70,69,72,66,67,64,66,70,64
3050,F. Lucioni,Italy,CB,65,75,56,55,58,69,35,50,42,33,47,16,7,7,16,6,73,75,91,50,26,72,47,44,71,56,35,71,50,64,73,75,43,27,49,72,65,49,54,49,64,72,54,65,49,50,50,48,61,49,64,72,54,65,49,50,50,48,61,50
3051,J. Aterola,Chile,CAM,86,39,74,88,75,66,76,74,73,64,75,13,7,8,7,14,49,42,46,62,43,41,74,64,65,72,49,37,81,58,44,34,72,65,70,46,55,68,65,70,57,46,65,55,68,72,63,71,60,70,57,46,65,55,68,72,63,71,60,63
