Name,Nationality,Position_int,Position,Rating,Height,Weight,Preffered_Foot,Age,Work_Rate1,Work_Rate2,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Deniz Kadah,Turkey,5,CAM,73,186,80,1,31,2,1,4,2,71,69,11,24,26,72,72,75,25,74,74,66,70,67,69,71,74,79,65,68,78,78,79,75,74,69,60,72,65,7,13,6,11,16
Lora,Spain,3,RB,73,168,67,1,30,2,1,4,2,70,64,67,80,70,72,74,59,69,59,74,67,70,59,80,80,80,66,81,77,65,55,68,57,59,59,49,49,57,12,14,6,15,13
Javier Morales,Argentina,5,CAM,73,175,64,1,37,1,1,3,4,73,68,35,25,39,66,65,73,52,72,70,74,78,75,67,64,58,62,75,69,62,51,77,71,75,79,70,72,69,8,12,9,16,15
Felipe,Brazil,2,CB,73,189,79,1,29,0,2,3,2,62,55,74,70,76,72,70,30,68,54,71,53,64,57,50,53,31,83,55,60,57,77,47,43,44,44,39,45,48,11,11,11,8,14
Stefanos Athanasiadis,Greece,9,ST,73,184,79,1,28,2,1,3,3,72,69,42,36,39,58,72,77,42,65,72,59,68,65,72,74,69,74,70,72,73,73,73,69,74,63,54,74,73,12,13,12,9,14
Dan Gosling,England,5,CM,73,183,79,1,27,1,1,3,3,71,66,66,68,68,76,69,77,71,73,77,68,73,71,66,64,77,64,72,65,67,61,71,65,73,57,57,61,64,15,6,14,15,6
AurÃ©lien Collin,France,2,CB,73,187,76,1,31,0,1,3,2,54,48,73,68,71,90,63,40,72,44,64,42,62,67,63,55,63,82,61,30,79,71,56,44,44,40,46,49,32,6,15,6,11,11
Jordan Rhodes,Scotland,9,ST,73,185,71,1,27,2,0,3,2,70,66,39,26,35,36,73,80,42,67,79,56,54,40,60,68,78,74,66,74,81,73,74,78,61,46,32,84,73,11,10,14,8,10
FÃ¡bio Pacheco,Portugal,5,CDM,73,180,73,1,28,1,2,3,2,65,61,78,72,75,82,72,53,76,57,62,51,72,68,66,69,78,67,71,65,81,59,70,45,66,49,58,44,48,15,7,8,12,16
Ã–mer ÅžiÅŸmanoÄŸlu,Turkey,9,ST,73,186,83,1,27,1,0,3,3,68,67,11,47,32,53,75,76,41,64,70,53,67,49,74,76,70,74,58,66,80,75,65,74,62,53,44,63,62,9,12,14,7,12
Alan Judge,Republic of Ireland,5,CAM,73,169,70,1,28,2,2,3,3,71,74,30,28,31,55,66,66,41,73,68,69,73,63,75,78,77,59,86,90,86,40,72,70,69,69,67,58,63,12,15,6,16,7
Sebastien Dewaest,Belgium,2,CB,73,188,88,1,25,1,2,2,2,53,28,72,71,75,83,67,37,69,38,68,36,54,49,53,61,79,88,38,41,67,75,70,33,35,33,39,40,22,16,16,12,7,10
Orlando SÃ¡,Portugal,9,ST,73,188,85,1,28,1,1,3,2,71,70,21,25,43,57,72,74,22,67,74,49,62,49,60,66,72,80,56,68,70,75,75,75,59,49,41,71,64,10,10,14,13,6
Martin Hansen,Denmark,0,GK,73,188,87,1,26,1,1,3,1,23,13,13,14,14,24,73,15,24,26,19,8,12,11,53,48,33,66,51,50,70,12,15,29,16,14,13,14,13,73,73,67,69,72
Martin Kelly,England,3,RB,73,191,77,1,26,1,1,3,3,66,59,76,78,78,71,72,42,68,39,75,73,68,64,62,63,76,79,56,59,70,77,61,38,38,60,35,58,39,7,7,8,11,8
Vurnon Anita,Netherlands,3,RB,73,168,65,1,27,1,2,3,3,75,74,64,73,76,81,76,62,72,67,75,55,74,71,79,74,84,63,89,82,71,51,61,53,53,53,60,45,43,14,12,10,12,15
Mandla Masango,South Africa,4,LM,73,170,59,1,27,1,1,2,4,80,74,34,21,35,51,60,68,24,64,65,65,74,64,84,78,63,34,80,84,78,69,67,73,70,60,62,59,75,8,8,14,12,8
Georg Margreitter,Austria,2,CB,73,186,85,1,28,1,2,2,2,49,39,64,73,77,75,68,25,73,49,56,39,58,52,46,54,55,86,56,39,71,75,48,13,18,36,20,23,12,15,13,7,14,9
Natxo Insa,Spain,5,CDM,73,177,70,1,30,1,2,4,3,73,69,62,67,73,78,73,66,72,73,72,63,76,72,68,66,77,69,75,72,68,57,69,58,59,72,64,59,56,12,13,9,15,15
Barry Bannan,Scotland,5,CM,73,169,61,0,27,1,1,2,3,75,72,43,40,38,53,70,65,57,77,66,77,76,77,67,61,78,33,90,90,62,42,70,63,71,72,70,70,74,8,6,10,9,12
Fran MÃ©rida,Spain,5,CDM,73,177,74,0,27,1,1,2,3,75,75,65,70,71,84,69,67,72,75,56,71,73,71,66,63,71,70,70,59,65,43,81,66,77,82,80,79,57,6,11,8,11,10
Nacer Barazite,Netherlands,5,CAM,73,186,79,1,26,1,0,3,4,77,79,19,17,14,44,73,69,36,71,65,69,72,65,61,65,67,66,58,77,64,60,71,67,62,71,67,72,65,10,16,15,14,8
Eros Pisano,Italy,3,RB,73,185,83,1,29,2,2,3,2,64,65,72,77,76,72,71,59,71,39,69,70,65,61,67,74,79,79,62,71,74,73,66,27,50,63,40,55,47,7,12,15,7,13
PÃ¥l AndrÃ© Helland,Norway,8,RW,73,186,84,0,27,2,1,4,4,74,73,36,49,54,66,70,72,48,71,74,72,67,65,82,80,67,73,69,81,55,53,86,71,79,73,78,64,50,13,13,13,9,16
Marcello Gazzola,Italy,3,RB,73,183,78,1,31,2,1,3,2,72,64,66,72,73,68,76,61,74,42,61,75,64,60,76,69,78,69,60,69,65,59,62,46,55,58,47,49,34,15,5,9,7,12
Jamel Saihi,Tunisia,5,CDM,73,182,75,1,30,1,2,3,2,71,65,70,67,73,79,70,59,72,71,74,65,74,73,53,62,67,69,65,69,68,65,67,47,57,60,62,59,43,13,12,15,11,15
Diego Vera,Uruguay,9,ST,73,181,74,1,32,1,1,3,2,71,72,21,23,16,62,66,74,33,66,62,67,71,52,72,61,75,65,65,75,72,82,75,71,66,53,43,73,77,9,7,15,14,16
Mahmut Tekdemir,Turkey,5,CDM,73,178,68,1,29,1,1,2,2,73,67,67,73,77,78,73,53,75,59,68,57,73,68,66,65,75,70,75,68,81,70,76,53,66,50,53,56,48,16,8,15,11,15
RÃºben Ribeiro,Portugal,5,CAM,73,175,67,1,29,2,1,3,3,74,77,41,43,51,69,77,72,52,71,76,69,73,64,74,71,73,60,78,75,67,57,74,64,69,77,70,71,64,16,14,8,13,6
David Stockdale,England,0,GK,73,191,84,1,31,1,1,3,1,22,13,11,13,15,39,75,13,22,51,34,11,42,45,32,36,25,61,37,24,51,11,20,15,13,15,12,19,12,69,74,79,69,75
Konstantin Vassiljev,Estonia,5,CAM,73,175,76,1,32,2,1,4,3,74,71,58,61,63,62,70,72,41,74,76,73,76,73,62,55,61,63,76,72,58,47,77,70,82,70,75,76,62,8,15,6,12,15
MaurÃ­cio Ramos,Brazil,2,CB,73,186,81,1,31,0,1,1,2,59,46,74,65,74,79,52,45,73,48,56,23,56,54,57,59,60,84,54,46,87,72,78,33,44,28,49,42,17,15,12,13,15,6
Alexander Gerndt,Sweden,9,ST,73,184,80,0,30,2,1,4,3,73,71,32,32,37,63,72,77,30,70,68,70,70,59,81,73,81,70,59,71,65,56,73,73,75,70,68,67,71,13,13,8,10,11
Pierre Bengtsson,Sweden,1,LB,73,175,77,0,28,2,1,3,2,73,69,70,75,73,68,74,66,63,65,68,79,73,70,77,77,76,65,74,75,76,54,74,45,66,76,75,56,60,9,6,15,10,11
Anderson LuÃ­s,Brazil,3,RB,73,175,69,1,28,2,1,2,2,63,63,72,75,74,69,65,49,72,61,59,72,67,58,75,75,78,67,71,72,72,64,65,46,53,49,55,56,25,12,8,11,13,6
Craig Cathcart,Northern Ireland,2,CB,73,188,73,1,28,1,1,3,2,59,47,76,73,77,69,69,27,68,43,75,39,71,61,55,67,71,73,58,64,70,74,56,29,41,39,39,28,30,9,8,12,6,13
Tommy Elphick,England,2,CB,73,187,86,1,29,1,2,3,2,67,50,73,69,72,76,66,26,73,41,53,46,64,50,45,42,66,80,49,57,74,73,55,32,43,37,39,29,13,7,12,7,13,16
Luis Robles,United States,0,GK,73,185,81,1,32,1,1,2,1,25,14,13,19,11,36,72,16,25,55,60,14,26,35,51,58,35,71,46,61,44,17,20,9,12,10,11,19,9,72,70,68,69,77
Sam Vokes,Wales,9,ST,73,188,90,1,27,2,1,3,2,73,66,42,24,29,73,68,74,42,67,68,58,67,57,55,65,79,82,53,55,85,78,75,74,63,47,46,74,67,9,13,9,14,7
Varela,Cape Verde,2,CB,73,183,82,1,29,1,2,3,2,55,50,74,72,76,77,66,44,73,52,66,59,56,51,69,66,75,78,62,58,67,71,45,43,42,51,47,54,38,12,6,13,9,13
Javier GarcÃ­a,Argentina,0,GK,73,181,74,1,30,1,1,1,1,15,11,14,11,14,17,65,10,24,53,22,11,13,12,35,35,31,41,43,38,63,12,12,11,14,13,13,19,14,67,79,75,67,79
Daniel Ciofani,Italy,9,ST,73,190,82,1,31,1,1,3,3,68,53,16,12,14,66,74,79,29,38,62,26,57,23,61,69,58,79,39,34,86,78,77,75,71,29,48,65,55,13,11,7,9,15
Nicolas Frey,France,3,RB,73,184,78,1,33,0,1,3,2,60,56,77,81,80,73,73,49,77,35,77,60,60,60,69,69,68,78,62,64,78,72,68,24,43,54,43,41,40,10,10,7,12,14
Ryan Donk,Netherlands,5,CDM,73,192,80,1,31,1,2,2,2,74,71,56,68,76,74,67,64,75,74,70,61,76,68,54,64,77,81,39,44,78,74,81,60,67,44,39,50,42,7,12,11,12,16
Diego Biseswar,Netherlands,5,CAM,73,173,71,1,29,1,1,3,4,76,77,23,23,24,64,71,72,31,65,66,70,70,68,75,78,65,70,82,81,70,42,76,62,78,87,69,40,65,12,15,7,7,15
Bueno,Spain,5,CAM,73,179,67,1,29,2,0,3,3,79,74,42,34,31,36,74,72,45,70,60,67,69,57,66,68,53,57,74,81,56,66,80,73,79,80,66,68,75,11,8,7,16,9
Ã–zer HurmacÄ±,Turkey,5,CAM,73,174,70,1,30,2,1,4,4,75,78,18,20,44,69,68,64,38,72,62,71,71,69,78,78,74,65,83,82,81,71,83,61,73,82,70,61,71,16,11,15,13,6
GaÃ«tan Bong,Cameroon,1,LB,73,183,74,0,28,2,2,3,3,73,68,72,75,76,70,68,63,72,68,68,70,72,70,71,74,75,76,64,71,72,56,58,29,53,64,35,40,16,8,13,10,12,14
KÃ©vin Monnet-Paquet,France,7,LW,73,184,81,1,28,1,1,3,3,71,75,44,43,40,64,66,70,44,70,68,73,73,63,84,84,76,73,69,77,64,63,74,71,67,75,58,54,69,6,10,9,6,16
Tobias Sippel,Germany,0,GK,73,183,78,1,29,1,1,2,1,19,13,11,12,15,36,72,16,15,31,41,14,33,22,50,42,41,65,41,48,64,13,24,12,11,15,14,18,12,68,75,72,69,77
Haris Medunjanin,Bosnia Herzegovina,5,CDM,73,188,76,0,32,1,0,4,3,75,82,68,58,75,72,70,60,71,73,62,66,76,73,72,67,74,74,46,64,67,51,83,69,81,80,85,76,65,10,15,9,11,9
Lasse Nielsen,Denmark,2,CB,73,186,78,1,29,1,2,3,2,58,45,72,71,74,73,70,53,73,56,52,63,67,69,63,66,71,77,56,59,78,75,61,25,31,63,41,38,58,12,11,14,6,14
Tore Reginiussen,Norway,2,CB,73,185,80,1,30,1,1,3,2,55,45,74,72,73,71,70,45,74,42,72,55,61,60,69,68,61,80,54,64,85,71,61,31,53,26,32,32,33,13,6,8,13,8
Mikael Lustig,Sweden,3,RB,73,189,78,1,30,1,1,3,3,68,65,75,77,78,68,73,45,77,60,76,71,70,66,61,60,66,74,54,64,80,78,66,48,60,67,40,33,59,13,12,8,7,10
Welliton,Brazil,9,ST,73,177,79,1,30,2,0,3,3,70,72,18,28,21,74,70,74,29,65,72,50,57,47,76,81,67,69,67,79,72,76,75,73,65,66,57,77,64,6,8,7,14,11
Daniel Larsson,Sweden,4,LM,72,175,79,1,30,2,0,4,2,70,75,25,37,40,71,67,67,24,64,72,67,65,59,85,92,90,65,78,74,79,61,83,64,61,61,54,65,56,11,10,11,16,8
Juan Ãngel AlbÃ­n,Uruguay,5,CAM,73,180,85,0,30,2,0,2,4,77,75,34,41,45,57,71,68,35,71,67,67,72,65,68,69,72,74,61,70,65,43,75,69,73,75,73,68,54,6,13,8,7,15
Juan Camilo ZÃºÃ±iga,Colombia,1,LB,73,172,72,1,31,2,1,2,4,78,80,66,74,70,71,68,70,68,64,74,76,74,70,88,84,68,68,86,88,68,54,76,56,72,74,59,67,66,9,7,10,13,9
Dax McCarty,United States,5,CDM,73,175,68,1,29,1,2,3,2,70,62,71,67,71,78,77,60,73,60,68,59,76,66,69,65,89,64,80,73,60,64,68,46,53,66,54,66,56,6,15,8,6,11
Ritchie De Laet,Belgium,3,RB,73,186,77,1,28,2,1,4,2,67,68,64,74,76,75,69,58,66,54,54,68,63,60,86,86,76,73,57,64,74,68,61,38,42,28,33,40,24,12,13,14,14,13
Mateus,Angola,7,LW,73,176,75,1,32,1,1,3,3,68,77,34,33,31,66,71,73,46,68,71,67,68,61,87,85,83,65,75,78,74,56,73,71,69,61,74,59,70,10,8,6,6,15
Kevin McDonald,Scotland,5,CDM,73,188,82,1,28,0,1,4,2,75,68,58,63,69,76,74,60,73,75,78,69,76,74,72,67,74,75,58,58,73,56,71,54,67,63,56,48,50,8,7,6,11,8
Krzysztof MÄ…czyÅ„ski,Poland,5,CM,73,175,69,1,29,1,1,3,3,66,71,64,65,68,67,73,74,80,75,71,68,77,70,75,63,76,60,73,80,73,55,68,38,67,69,66,40,34,12,9,11,12,8
Sone Aluko,Nigeria,9,CF,73,173,75,0,28,1,1,4,4,74,79,39,35,36,34,69,68,31,71,71,68,73,60,90,86,72,57,83,84,56,42,72,70,70,74,76,71,66,15,14,7,8,6
Veli Kavlak,Austria,5,CDM,73,178,68,1,28,1,2,5,2,72,70,65,70,76,84,72,64,75,64,66,63,73,66,67,68,83,68,70,69,82,62,82,62,72,64,60,71,62,15,6,8,7,11
TorrejÃ³n,Spain,2,CB,73,187,88,1,31,1,1,3,2,57,52,73,73,75,78,72,29,73,51,76,42,61,60,49,53,67,83,56,55,57,72,59,23,21,49,52,46,49,8,6,10,10,16
Federico Dionisi,Italy,9,ST,73,179,68,1,29,2,0,3,3,69,68,23,24,23,52,75,76,30,53,68,30,65,32,77,80,70,63,64,62,72,67,75,75,71,52,51,70,71,6,6,8,11,11
SÃ©bastien Bassong,Cameroon,2,CB,73,187,73,0,30,1,1,3,2,48,32,73,71,73,79,66,26,71,44,59,34,58,56,66,71,76,84,61,55,76,74,64,24,33,47,37,50,28,8,10,11,9,6
Alex LÃ³pez,Spain,5,CM,73,173,64,1,29,1,1,3,2,69,66,48,54,59,77,75,69,62,80,68,59,75,76,63,58,75,59,83,69,57,45,81,65,77,80,71,68,49,11,9,8,12,8
Crespo,Spain,2,CB,73,183,78,1,30,1,1,3,2,68,55,70,75,77,78,73,57,70,59,59,72,67,69,69,66,78,74,62,63,71,60,51,32,40,58,27,41,33,5,13,11,5,11
Onur Kaya,Belgium,4,LM,73,167,69,1,30,1,0,3,3,71,73,16,23,46,41,70,73,46,76,74,80,73,75,74,69,66,56,82,81,64,35,65,62,67,78,76,60,66,10,10,10,12,8
Ignacio Scocco,Argentina,9,ST,73,175,71,1,31,1,1,4,4,76,77,22,27,30,73,72,74,33,71,72,65,69,66,78,77,67,64,79,75,70,51,79,71,77,81,73,69,79,6,14,14,12,12
Sereno,Portugal,2,CB,73,187,78,1,31,1,1,3,2,59,47,73,75,74,77,69,39,67,49,70,54,66,67,65,69,53,76,58,60,80,73,57,37,33,38,45,47,22,13,9,14,8,16
Marco Motta,Italy,3,RB,73,188,81,1,30,2,1,3,2,70,70,65,72,74,78,68,71,68,60,74,78,72,68,78,78,76,76,66,69,71,73,72,41,73,74,46,52,45,3,3,4,4,3
David RodrÃ­guez,Spain,9,ST,73,178,75,1,31,1,1,3,3,69,68,36,21,25,53,69,74,32,58,59,67,58,42,80,81,80,74,63,75,77,67,80,75,72,57,54,78,68,7,13,11,10,11
Cole Skuse,England,5,CDM,73,185,72,1,31,1,2,4,2,71,62,67,70,72,70,69,58,77,67,74,63,70,69,64,67,84,70,64,67,70,66,66,58,58,68,57,61,46,9,13,9,12,10
Ukra,Portugal,8,RW,73,176,74,1,29,1,1,4,4,75,77,21,25,22,65,70,70,30,67,65,79,68,66,76,79,73,61,73,78,78,61,75,64,72,77,72,72,68,16,16,6,8,10
Urby Emanuelson,Netherlands,1,LB,73,173,69,0,30,2,1,3,3,79,78,66,75,73,72,70,72,70,69,74,76,73,70,83,80,65,59,88,90,72,56,66,60,70,79,74,68,68,3,3,3,5,5
Mehdi Lacen,Algeria,5,CDM,73,176,70,0,33,1,2,3,2,72,70,70,59,69,80,69,59,67,68,68,59,80,76,59,59,81,69,80,76,76,59,70,49,64,80,70,59,58,12,16,11,7,13
Emmanuel Cascione,Italy,5,CM,73,187,80,1,33,2,2,4,2,73,65,65,67,68,74,72,70,71,71,76,65,74,72,68,66,92,80,71,68,82,67,67,52,65,65,68,73,52,8,9,15,8,11
Markus Suttner,Austria,1,LB,73,179,73,0,29,2,1,3,3,71,68,69,72,73,68,70,49,69,64,70,70,70,62,77,77,79,69,72,75,74,59,71,46,65,71,76,38,62,7,10,15,13,15
Jonathan Fabbro,Paraguay,5,CAM,73,188,84,1,35,0,0,4,3,77,74,35,25,22,57,68,71,41,72,74,74,73,73,69,62,54,82,50,72,51,63,79,70,75,79,80,69,73,6,10,12,11,9
Sami Allagui,Tunisia,6,RM,73,184,77,1,30,1,1,3,3,74,77,19,23,26,52,74,76,23,59,73,67,75,54,75,74,65,69,72,75,84,70,74,74,66,67,63,66,74,13,13,7,9,16
Alberto RodrÃ­guez,Peru,2,CB,73,183,71,1,32,0,1,3,2,51,57,77,62,76,75,71,42,74,54,74,40,55,50,60,63,45,76,67,61,85,75,22,43,42,44,25,30,52,10,11,11,16,11
Elkin Soto,Colombia,5,CM,73,179,75,0,36,1,1,2,3,75,70,64,67,68,69,75,59,69,78,83,74,78,76,49,34,55,69,75,65,51,53,67,58,65,71,70,71,60,16,15,16,10,16
Yannick Cahuzac,France,5,CDM,73,178,70,1,32,1,2,3,2,60,46,71,62,75,92,71,49,79,64,64,47,73,64,54,55,89,71,73,67,71,66,54,43,44,52,45,47,37,15,10,15,16,12
Semih Kaya,Turkey,2,CB,73,182,75,1,26,0,2,2,2,59,58,73,71,75,77,66,50,75,43,73,50,65,62,66,70,65,70,65,73,78,75,53,38,25,38,21,26,39,9,8,10,16,10
Nicklas Bendtner,Denmark,9,ST,73,194,89,1,29,1,0,3,3,70,67,27,28,36,68,72,74,29,64,78,59,66,51,54,63,59,83,48,55,70,78,78,72,61,62,41,77,73,8,15,7,7,15
NicolÃ¡s Domingo,Argentina,5,CDM,73,173,72,1,31,0,2,3,2,70,66,66,67,71,68,74,55,78,67,57,55,72,75,64,69,80,69,72,78,71,55,62,50,68,58,46,65,57,10,7,14,16,15
Jorge Ortiz,Argentina,5,CM,73,180,74,1,32,1,1,3,3,75,69,68,52,72,77,68,68,72,73,69,67,75,76,73,72,75,63,71,68,77,64,77,55,68,67,65,66,68,9,9,6,16,9
Claudiu KeÅŸerÃ¼,Romania,9,ST,73,178,71,0,30,2,1,3,3,66,62,34,28,32,40,76,71,47,69,70,67,66,58,73,65,76,72,78,59,64,69,80,79,69,68,71,75,70,8,14,12,10,12
Olivier Veigneau,France,1,LB,74,174,69,0,31,1,1,3,2,69,69,78,74,76,72,68,47,76,64,64,72,72,73,69,72,72,64,79,79,72,61,66,25,62,58,43,53,38,9,12,8,15,7
Cameron Jerome,England,9,ST,73,185,85,1,30,1,2,2,3,66,69,34,32,42,76,68,71,55,67,69,51,65,53,77,85,77,80,65,75,82,72,80,73,70,66,64,70,66,16,13,16,16,13
Taye Taiwo,Nigeria,1,LB,73,183,81,0,31,2,1,2,2,72,62,71,70,75,67,71,70,64,60,71,73,71,69,77,84,68,84,67,63,77,73,91,42,73,74,72,76,67,16,14,15,13,10
Michu,Spain,5,CAM,73,191,78,0,31,2,2,3,3,74,66,33,35,45,74,76,81,34,75,85,50,76,67,52,56,65,81,44,50,47,84,79,75,71,69,58,67,68,11,13,14,5,10
Tim Sparv,Finland,5,CDM,73,194,84,0,30,1,2,2,2,68,43,74,68,72,77,69,54,75,65,68,57,72,70,50,53,82,75,34,44,30,69,69,46,64,62,60,42,38,15,7,12,9,14
Adam Federici,Australia,0,GK,73,188,90,1,32,1,1,2,1,27,19,20,18,11,44,72,16,22,63,61,19,28,25,47,49,41,72,42,50,73,18,17,18,14,27,21,41,32,70,73,78,69,73
Tim Hoogland,Germany,2,CB,73,183,80,1,31,1,1,3,2,67,64,68,75,76,81,69,62,67,45,74,72,68,64,51,52,67,76,56,54,80,76,74,60,67,59,55,61,59,16,13,11,12,8
Juninho,Brazil,2,CB,73,181,80,1,34,0,2,3,2,63,59,74,70,73,65,71,50,73,53,76,60,68,68,33,38,70,80,63,43,75,74,80,56,67,75,72,83,71,6,15,16,10,6
Robert Almer,Austria,0,GK,73,194,85,0,33,1,1,3,1,23,12,15,12,17,29,69,11,20,52,22,11,31,22,33,37,29,72,36,36,64,12,30,13,13,13,14,17,17,74,74,67,72,70
Behrang Safari,Sweden,1,LB,73,182,77,0,32,1,1,2,2,71,70,73,71,73,72,76,51,70,65,75,71,67,66,79,83,75,76,71,76,58,52,66,30,46,63,58,55,48,13,9,9,10,7
John Ruddy,England,0,GK,73,193,96,1,30,1,1,3,1,24,14,11,11,11,24,75,15,22,33,53,14,25,23,38,47,36,76,34,42,76,12,24,17,15,13,13,43,11,74,73,74,68,73
SÃ©bastien Pocognoli,Belgium,1,LB,73,181,73,0,29,2,1,3,3,68,70,74,70,74,77,73,67,67,58,68,76,66,64,77,76,77,71,69,74,79,63,73,50,64,73,69,58,59,15,10,8,9,13
Phil Bardsley,Scotland,3,RB,73,180,74,1,31,1,1,3,2,67,61,74,79,76,85,74,56,67,25,67,65,68,59,67,67,78,74,62,68,75,67,83,47,66,66,33,56,43,9,11,9,8,8
Roland Lamah,Belgium,4,LM,73,175,71,0,29,2,1,2,3,71,71,50,55,48,74,70,73,59,67,66,70,65,70,86,92,80,75,70,91,90,51,66,58,64,83,69,53,55,9,7,14,16,15
Pablo Barrientos,Argentina,4,LM,73,176,69,0,32,1,1,3,3,81,80,27,31,31,65,71,67,37,77,79,75,73,77,64,63,55,57,79,77,55,63,74,63,76,83,77,75,71,9,6,14,14,9
Ilya Abaev,Russia,0,GK,73,193,90,1,35,1,1,2,1,22,11,15,12,20,36,66,18,23,45,57,17,32,39,46,35,33,80,31,41,68,20,16,12,18,13,12,18,11,73,72,71,70,74
Artur,Portugal,5,CAM,73,175,69,1,33,1,0,3,3,76,74,47,43,52,61,76,66,54,74,73,74,72,65,75,68,69,56,74,76,68,55,78,64,72,80,75,70,62,13,9,15,8,13
Remko Pasveer,Netherlands,0,GK,73,188,88,1,33,1,1,4,1,30,11,13,12,13,29,68,15,13,49,65,11,30,11,46,40,32,71,36,57,65,13,26,12,16,15,13,28,16,75,72,60,75,70
Zapater,Spain,5,CDM,73,180,82,1,31,1,2,3,2,76,69,67,66,72,80,71,63,72,75,83,63,73,72,59,52,63,72,61,57,62,58,74,61,73,61,71,67,56,8,15,10,6,16
Ben Watson,England,5,CM,73,178,69,1,31,1,2,3,2,72,68,64,69,72,61,73,64,72,71,74,74,76,74,64,54,78,70,75,71,74,58,73,67,64,80,76,78,63,6,13,14,8,6
Lanzarote,Spain,6,RM,73,178,69,0,33,1,1,3,2,76,70,32,26,39,73,66,71,41,77,72,81,73,78,60,64,62,58,69,65,53,45,69,77,78,84,82,78,67,6,7,7,13,7
Raffaele Palladino,Italy,7,LW,73,182,73,1,32,2,0,4,4,81,82,11,15,15,33,70,72,19,73,74,60,70,45,75,76,60,58,66,78,43,59,59,62,63,79,65,75,65,15,13,9,14,15
LÃ©o Matos,Brazil,3,RB,73,182,77,1,30,2,1,3,2,71,74,70,71,73,70,70,69,65,67,69,74,69,69,80,79,83,74,75,76,66,67,70,69,69,62,56,60,56,8,10,16,12,9
Luis Gonzalo Bustamante,Argentina,5,CAM,73,170,67,1,31,1,0,4,3,72,71,35,32,37,56,63,63,24,76,66,65,78,76,76,72,63,54,80,79,72,43,71,66,68,49,57,53,70,16,8,9,10,6
Ken Reichel,Germany,1,LB,73,185,83,0,30,2,1,3,2,68,67,72,76,75,70,70,69,70,59,69,70,72,60,67,77,77,77,58,68,70,58,77,66,64,59,52,59,65,6,9,8,8,16
Mark GonzÃ¡lez,Chile,4,LM,73,176,74,0,32,1,1,2,4,76,73,29,25,27,47,65,68,34,73,72,76,64,65,83,83,72,64,69,75,90,56,80,70,76,74,69,73,75,14,8,13,11,14
Scott Carson,England,0,GK,73,189,88,1,31,1,1,4,1,20,17,18,20,15,23,71,14,24,53,32,14,25,17,42,51,28,71,42,38,75,18,22,19,20,18,16,20,13,70,73,79,73,70
Niko KranjÄar,Croatia,5,CAM,73,185,75,1,32,1,0,2,4,74,76,32,34,45,40,67,68,26,77,80,72,78,77,52,59,52,63,64,64,55,52,75,69,75,77,80,68,79,6,8,12,8,11
BenoÃ®t Assou-Ekotto,Cameroon,1,LB,73,178,70,0,33,2,1,3,2,75,71,67,71,70,81,67,62,71,60,73,74,72,70,78,78,75,76,73,73,73,60,81,40,67,73,77,57,57,16,7,12,16,14
Christophe Berra,Scotland,2,CB,73,191,92,0,32,1,2,3,2,54,46,73,68,73,82,65,37,76,49,54,30,57,58,51,53,76,85,34,39,69,75,50,30,24,25,26,31,28,11,10,15,8,6
Samuel HolmÃ©n,Sweden,5,CDM,73,178,72,1,32,2,2,4,3,72,70,68,66,70,76,70,68,70,68,63,67,73,72,75,77,92,65,72,78,73,64,72,61,71,63,65,60,59,6,8,16,10,7
Thomas Buffel,Belgium,6,RM,73,175,68,1,36,1,0,4,3,75,73,38,46,45,65,70,80,59,74,81,73,73,69,65,65,74,54,73,67,53,53,64,72,66,66,67,73,68,15,13,8,8,15
Cristian SÄƒpunaru,Romania,3,RB,73,187,81,1,32,1,1,3,2,69,66,71,72,74,84,77,67,74,69,56,73,71,68,64,66,72,80,63,65,65,66,80,60,72,66,67,68,53,12,8,16,13,8
TomÃ¡Å¡ Sivok,Czech Republic,2,CB,73,185,78,1,33,1,2,3,2,58,57,76,69,77,61,67,40,71,49,70,58,70,62,46,47,68,68,54,53,79,82,68,36,55,53,43,53,51,11,10,14,11,8
Markel Bergara,Spain,5,CM,73,181,78,1,30,0,2,3,2,63,58,69,71,82,80,76,59,79,76,63,58,77,76,65,43,73,81,68,60,69,62,61,65,66,60,71,59,47,15,11,11,15,16
Lee Chung Yong,Korea Republic,4,LM,73,180,69,1,28,2,2,3,4,73,74,42,43,52,56,74,70,56,74,71,69,73,66,76,75,81,53,78,76,70,62,65,61,62,72,65,63,66,8,6,7,7,7
Manuel Pasqual,Italy,1,LB,73,178,71,0,35,1,1,2,2,75,70,70,72,71,66,70,64,70,70,76,85,77,77,68,68,68,66,72,72,74,58,72,46,62,80,76,50,62,12,6,7,5,7
Jorge Molina,Spain,9,ST,73,188,77,1,34,1,1,4,2,72,56,30,19,32,76,74,82,41,69,73,49,61,44,33,33,71,91,34,39,54,82,83,77,66,55,59,80,74,13,6,8,14,14
